"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.615"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","126.500"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","41.900"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","49072538.000"
"1979","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.584"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","127.300"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","44.100"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48463712.000"
"1978","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.565"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","122.600"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","45.600"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","45878425.000"
"1977","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.526"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","119.100"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","49.000"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","44721125.000"
"1976","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.509"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","114.800"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","50.600"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","42027562.000"
"1975","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.486"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","109.700"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","53.000"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","39654387.000"
"1974","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.455"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.000"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","56.600"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","37917550.000"
"1973","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.451"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.900"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","57.100"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","35848433.000"
"1972","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.441"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","104.100"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","58.400"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.258"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","27438688.000"
"1971","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.178"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.388"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","100.300"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","53.500"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.208"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","24493875.000"
"1970","Arkansas","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.123"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.475"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","22.700"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.300"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","757512960.000"
"2014","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.510"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","23.900"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.100"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","788753850.000"
"2013","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.400"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","25.200"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.800"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","827497368.000"
"2012","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.395"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","26.000"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.800"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","843072021.000"
"2011","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.374"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","26.300"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.000"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","845928927.000"
"2010","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.087"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","28.800"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.000"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.880"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","920204311.000"
"2009","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.292"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","30.300"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.400"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","963072445.000"
"2008","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.197"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","31.800"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.000"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1007354061.000"
"2007","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.950"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","32.900"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.900"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1035290841.000"
"2006","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.953"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","33.100"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.900"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1032870955.000"
"2005","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.841"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","33.100"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.800"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1030056989.000"
"2004","California","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.870"
"2003","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.947"
"2003","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","34.700"
"2003","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.900"
"2003","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.260"
"2003","California","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1040616216.000"
